"STRSOCIALSHARE","نمایش آیکون‌های شبکه‌های اجتماعی","fa","string","btnHelp"
"STRIPLOGGING","ذخیره آدرس IP اعضاء","fa","string","btnHelp"
"hlpBold","تگ پررنگ، یک متن پررنگ می‌سازد
<br>کاربرد:<br><div class='ltr pull-right'>[b]این یک متن پررنگ است[/b]</div>
<b>این یک متن پررنگ است</b>","fa","string","btnHelp"
"hlpCenter","تگ وسط چین، باعث می‌شود تا متن شما در وسط قرار بگیرد.<br>کاربرد:<br><div class='ltr pull-right'>[center]این یک متن وسط چین است[/center]</div><br><div class='text-center'><br><span style='width:' 100%='' class='text-center'>این یک متن وسط چین است</span></div>","fa","string","btnHelp"
"hlpCode","تگ کدنویسی<br />متن مرجع مورد نظر شما را قفل با حفظ قالب بندی درج می‌کند. مناسب برای نمایش کدها.<br />کاربرد: <div class=ltr>[code]این یک متن قالب‌بندی شده است[/code]</div>","fa","string","btnHelp"
"hlpColour","تگ رنگ قلم<br />رنگ متن را تنظیم می‌کند، همه رنگ‌های داری نام می‌تواند مورد استفاده قرار گیرد.<br />کاربرد: <div class=ltr>[XXX]این یک متن رنگی است[/XXX]</div><br /> <span style=color: inherit>این یک متن رنگی است</span>","fa","string","btnHelp"
"hlpDirectionLTR","تگ چپ به راست، باعث می‌شود تا متن شما آرایش چپ به راست بگیرد.<br>کاربرد:<br><div class='ltr'>[LTR]این یک متن چپ به راست است[/LTR]</div><br><div class='ltr'><span style='width:' 100%='' class='text-left'>این یک متن چپ به راست است</span></div>","fa","string","btnHelp"
"hlpDirectionRTL","تگ راست به چپ، باعث می‌شود تا متن شما آرایش راست به چپ بگیرد.<br>کاربرد: <div class='ltr pull-right'>[RTL]این یک متن راست به چپ است است[/RTL]</div><br><div class='rtl'><span style='width:' 100%='' class='text-right'>این یک متن راست به چپ است</span></div>","fa","string","btnHelp"
"hlpEmail","تگ ایمیل<br />آدرس ایمیل را به یک لینک ایمیل تبدیل می‌کند<br />کاربرد: <div class='ltr'>[url=email@email.com]متن لینک[/url]</div>","fa","string","btnHelp"
"hlpFont","تگ قلم<br />شکل قلم متن را تنظیم می‌کند.<br />کاربرد: <div class=ltr>[font=XXX]قلم این متن ...است[/font=XXX]</div>","fa","string","btnHelp"
"hlpImage","تگ تصویر<br />یک تصویر را به یک مطلب وارد می‌کند.<br />کاربرد: <div class=ltr>[img]http://www.anywhere.com/image.gif[/img]</div>","fa","string","btnHelp"
"hlpItalic","تگ کج، یک متن کج می‌سازد
<br />کاربرد:<br /><div class='ltr pull-right'>[i]این یک متن کج است[/i]</div><br /><i>این یک متن کج است</i>","fa","string","btnHelp"
"hlpLeft","جهت چپ باعث می‌شود متن انتخاب شده با لبه سمت چپ تراز شود.<br />کاربرد: <div class=ltr>[left]این یک متن چپ چین است[/left]</div><br /><div class=text-left>این یک متن چپ چین است</div>","fa","string","btnHelp"
"hlpLink","تگ لینک<br />یک URL را به یک پیوند تبدیل می‌کند.<br />کاربرد: <div class=ltr>[url]http://www.anywhere.com[/url]</div>
<br />کاربرد: <div class=ltr>[url=http://www.anywhere.com]متن دارای پیوند[/url]</div>","fa","string","btnHelp"
"hlpList_Alphabetic"," فهرست الفبایی","fa","string","btnHelp"
"hlpList_Numeric"," فهرست شماره‌دار","fa","string","btnHelp"
"hlpList_Unordered"," فهرست نامرتب","fa","string","btnHelp"
"hlpQuote","تگ نقل قول<br />متنی را برای مشخص کردن چیزی که شخصی نوشته است، نقل قول می‌کند.<br />کاربرد: <div class=ltr>[quote]این یک نقل قول است[/quote]</div>","fa","string","btnHelp"
"hlpRight","جهت راست باعث می‌شود متن انتخاب شده با لبه سمت راست تراز شود.<br />کاربرد:<br /><div class='ltr pull-right'>[right]این یک متن راست چین است[/right]</div><br /><div class=pull-right>این یک متن راست چین است</div>","fa","string","btnHelp"
"hlpRule","خط افقی، یک خط افقی در مطلب شما رسم می‌کند.<br />کاربرد: [hr]<br /><hr />","fa","string","btnHelp"
"hlpSize","تگ اندازه قلم<br />اندازه متن را تنظیم می‌کند، مقادیر ممکن 1 تا 6 است، 1 کوچکترین است.<br />کاربرد: <div class=ltr>[size=XXX]این اندازه .... است[/size=XXX]</div>","fa","string","btnHelp"
"hlpStrike","خط‌خورده باعث می‌شود که متن انتخاب شده با یک خط بر روی آن رسم شود.
<br />کاربرد:<br /><div class='ltr pull-right'>[s]این یک متن خط‌خورده[/s]</div><br /><del>این یک متن خط‌خورده است</del>","fa","string","btnHelp"
"hlpSubscript","یک زیرشماره، شکل، نماد یا نشانگری است که کوچکتر از خط معمولی آن نوع است و کمی زیر آن تنظیم شده است. <br />کاربرد: H[sub]2[/sub]O<br />H<sub>2</sub>O","fa","string","btnHelp"
"hlpSuperscript","یک بالا شماره، شکل، نماد یا نشانگری است که کوچکتر از خط معمولی آن نوع است و کمی بالای آن تنظیم شده است. <br />کاربرد: y=mc[sup]2[/sup]<br />y=mc<sup>2</sup>","fa","string","btnHelp"
"hlpTable","تگ جدول کدهای html جدول را اضافه می‌کند.","fa","string","btnHelp"
"hlpTableCell","تگ سلولی جدول را اضافه می‌کند","fa","string","btnHelp"
"hlpTableGrid","به شما اجازه می‌دهد تعداد ردیف‌ها و ستون‌های جدول خود را انتخاب کنید.","fa","string","btnHelp"
"hlpTableRow","یک تگ ردیف جدول اضافه می‌کند","fa","string","btnHelp"
"hlpUnderline","تگ زیرخط‌دار، زیر متن شما خط می‌کشد<br />کاربرد:<br /><div class='ltr pull-right'>[u]این یک متن زیرخط‌دار است[/u]</div><br /><span class=underline>این یک متن زیرخط‌دار است</span>","fa","string","btnHelp"
"hlpYoutube","تگ یوتیوب<br />یک ویدئوی یوتیوب را در مطلب شما قرار می‌دهد.<br />کاربرد: <div class=ltr>[youtube]https://www.youtube-nocookie.com/embed/y9lXfu6jLDw[/youtube]</div>","fa","string","btnHelp"
"dlgTitle","ویرایشگر تگ راهنما","fa","string","btnHelp"
"prompt_alpha","فهرست الفایی؛ موارد فهرست را وارد کنید، هریک در یک خط.","fa","string","btnPrompt"
"prompt_bold","متن پررنگ(درشت) می‌شود","fa","string","btnPrompt"
"prompt_center","متن وسط چین می‌شود","fa","string","btnPrompt"
"prompt_code","کدها قالب‌بندی خواهند شد.","fa","string","btnPrompt"
"prompt_colour","متن باید {0}","fa","string","btnPrompt"
"prompt_email","متن برای نمایش با پیوند نشان داده می شود. برای نشان دادن آدرس ایمیل در مطلبتان، خالی بگذارید","fa","string","btnPrompt"
"prompt_email_url","آدرس ایمیل","fa","string","btnPrompt"
"prompt_font","متن باید در {0}","fa","string","btnPrompt"
"prompt_image","آدرس اینترنتی برای تصویر (دارای http باشد)","fa","string","btnPrompt"
"prompt_italic","متن بصورت کج درج خواهد شد","fa","string","btnPrompt"
"prompt_left","متن چپ چین خواهد شد","fa","string","btnPrompt"
"prompt_listitem","متن برای یک لیست جدید","fa","string","btnPrompt"
"prompt_ltr","متن آرایش چپ به راست خواهد داشت","fa","string","btnPrompt"
"prompt_numbered","فهرست شماره‌دار؛ هر یک از موارد خود را در یک خط درج کنید","fa","string","btnPrompt"
"prompt_quote","متن بصورت نقل قول نمایش داده خواهد شد","fa","string","btnPrompt"
"prompt_right","متن راست چین خواهد شد","fa","string","btnPrompt"
"prompt_rtl","متن آرایش راست به چپ خواهد داشت","fa","string","btnPrompt"
"prompt_size","متن با اندازه {0} درج خواهد شد.","fa","string","btnPrompt"
"prompt_strike","متن خط‌خورده خواهد شد","fa","string","btnPrompt"
"prompt_sub","متن پایین‌نویس خواهد شد","fa","string","btnPrompt"
"prompt_sup","متن بالانویس خواهد شد","fa","string","btnPrompt"
"prompt_underline","متن زیرخط‌دار خواهد شد","fa","string","btnPrompt"
"prompt_unordered","فهرست بدون نظم. هر یک از موارد خود را در یک خط وارد کنید","fa","string","btnPrompt"
"prompt_url","متن با پیوند نشان داده می‌شود. برای نشان دادن نشانی اینترنتی خالی بگذارید","fa","string","btnPrompt"
"prompt_url_url","نشانی اینترنتی برای پیوند","fa","string","btnPrompt"
"STRJUMPLASTPOST","روشن/خاموش کردن نمایش یک نماد پیوند به آخرین پیوند لینک در صفحه پیش فرض، صفحه تالارها و صفحه موضوعات فعال است. این لینک کاربر را به آخرین مطلب در آن موضوع می‌برد.","fa","string","ConfigStrings"
"STRLNEWS","اجازه به کاربران برای درج آخرین اخبار خود، برای نمایش در پروفایل.","fa","string","ConfigStrings"
"STRLOGONFORMAIL","محدودسازی کاربر با الزام ورود به سیستم برای اینکه بتواند از گزینه ارسال پیام به یک دوست یا پست الکترونیکی استفاده کند.","fa","string","ConfigStrings"
"STRMARSTATUS","امکان درج وضعیت تأهل در پروفایل کاربران جهت نمایش","fa","string","ConfigStrings"
"STRMINAGE","جلوگیری از ثبت‌نام کاربران زیر سن تعریف شده از سوی شما برای فعالیت در سایت. به طور پیش فرض 13 برای سازگاری با قانون حفاظت از حریم شخصی کودکان است، اما شما می توانید آن را به هر چیزی که می‌خواهید تغییر دهید. برای خاموش کردن این ویژگی به طور کامل، حداقل سن را به 0 تنظیم کنید.","fa","string","ConfigStrings"
"STRSTATE","اجازه به کاربران برای درج کشور/شهر خود پروفایل‌شان.","fa","string","ConfigStrings"
"STRSTICKYTOPIC","روشن/خاموش کردن امکان یک مدیر یا دبیر برای «سنجاق» کردن یک موضوع در بالای فهرست موضوعات. تا زمانی که یک موضوع «سنجاق شده» باشد در بالای فهرست خواهد ماند.","fa","string","ConfigStrings"
"STRSUBSCRIPTION","به شما اجازه می‌دهد بالاترین سطح اشتراک در تالارها را تنظیم کنید.
شما همچنین باید سطح مخصوص را در هر طبقه‌بندی و تالارها مشخص کنید.","fa","string","ConfigStrings"
"STRTIMEADJUST","عدد صحیح مثبت یا منفی بین 12 و 0 و 12 را وارد کنید. این ممکن است مفید باشد اگر شما در یک قسمت از جهان باشید و سرور شما در یک دیگری باشد و شما باید زمان نمایش در سایت را به زمان محلی خود برای کاربر تبدیل کنید! (مقدار پیش فرض 0 است، به این معنی که هیچ تنظیمی وجود ندارد)","fa","string","ConfigStrings"
"STRTIMETYPE","24Hr را انتخاب کنید تا همه زمان‌ها را در قالب (24 ساعته) و یا انتخاب 12Hr، تا تمام زمانها در قالب 12 ساعته همراه با AM یا PM بسته به اینکه آیا قبل یا بعد از ظهر است، نمایش داده شود. پیش فرض 24 ساعت است.","fa","string","ConfigStrings"
"STRTOPICPAGESIZES","تعداد پاسخ‌ها برای نمایش در یک موضوع را تنظیم کنید، برای تنظیم در چند صفحه، فهرستی از اندازه صفحه را با کاما جدا کنید (10,20,40 و غیره).","fa","string","ConfigStrings"
"STRUNIQUEEMAIL","الزام کاربر به درج یک ایمیل انحصاری؟","fa","string","ConfigStrings"
"STRUSECAPTCHA","هنگامی که روشن باشد، بازدیدکنندگان هنگام ثبت نام به عنوان عضو جدید نیاز به پاسخ به سوال CAPTCHA دارند.","fa","string","ConfigStrings"
"STRYAHOO","خاموش/روشن کردن امکان درج نام کاربری Yahoo، تا بتواند پیامی بفرستد و یا آنها را در فهرست دوستان خود اضافه کند.","fa","string","ConfigStrings"
"STRMODERATION","هنگامی که این ویژگی فعال شد، به مدیران یا دبیران اجازه می‌دهد که «تأیید»، «نگه‌داشت» یا «حذف» مطالب کاربران را قبل از اینکه به طور عمومی نمایش داده شود، انجام دهند.","fa","string","ConfigStrings"
"STRMOVENOTIFY","فعال بودن این گزینه باعث ارسال یک ایمیل خودکار به نویسنده موضوع می‌شود.","fa","string","ConfigStrings"
"STRMOVETOPICMODE","این ویژگی امکان یا عدم امکان جابجایی موضوعات توسط دبیر یک تالار به تالار خودش و یا سایر تالارهایی که دبیر ندارد فراهم می‌کند.","fa","string","ConfigStrings"
"STRMSN","با روشن کردن این گزینه کاربران می‌توانند نام کاربری Skype خود را درج کنند. آنگاه سایر کاربران که آنلاین هستند را ببینند.","fa","string","ConfigStrings"
"STROCCUPATION","اجازه به کاربران برای درج شغل خود، برای نمایش در پروفایل.","fa","string","ConfigStrings"
"STRPAGENUMBERSIZE","این ویژگی در حال حاضر فقط برای صفحه‌بندی موضوع مورد استفاده قرار می‌گیرد، در صورتی که موضوع دارای یک صفحه طولانی باشد، تعداد صفحات نمایش داده شده در هر صفحه محدود می‌شود.","fa","string","ConfigStrings"
"STRPICTURE","اجازه به کاربران برای آپلود آواتار، برای مشاهده در پروفایل خود و در همه مطالب ارسالی‌شان.
به عنوان مدیر، شما باید عکس را در هر پروفایل کاربری بطور دوره‌ای بررسی کنید تا اطمینان حاصل کنید که تصویر درج شده برای سایت شما مناسب باشد.","fa","string","ConfigStrings"
"STRPMATTACH","اجازه افزودن پیوست به پیام‌های خصوصی.","fa","string","ConfigStrings"
"STRPMLIMIT","حداکثر تعداد پیام‌هایی که یک کاربر می‌تواند در صندوق پستی خود نگهداری کند، شامل پیام‌های ارسالی و دریافتی.","fa","string","ConfigStrings"
"STRPMSIG","اجازه به کاربران برای افزودن امضا در پیام‌های خصوصی","fa","string","ConfigStrings"
"STRPMSOUND","هنگام دریافت اعلان خصوصی یک صدا را پخش کنید.","fa","string","ConfigStrings"
"STRPMSTATUS","اجازه به کاربران برای ارسال یک پیام خصوصی به سایر کاربران","fa","string","ConfigStrings"
"STRPRIVATEFORUMS","تالارهای محرانه شما را قادر می‌سازند تا فقط برخی کاربران خاص بتوانند در آن فعالیت کنند و محتویات آنرا ببینند. اگر فقط با گذرواژه محافظت شده باشد، همه می‌توانند ببینند که وجود دارد، اما در هر صورت برای ورود به آن نیاز به گذرواژه دارند.","fa","string","ConfigStrings"
"STRQUOTE","اجازه به کاربران برای درج یک نقل‌قول در پروفایل خودشان","fa","string","ConfigStrings"
"STRRECENTTOPICS","نمایش یک پیوند به آخرین مطالب کاربران را در پروفایل‌شان.","fa","string","ConfigStrings"
"STRRESTRICTREG","این گزینه به شما امکان می‌دهد تا ثبت‌نام کاربران را قبول و یا رد کنید.
[b] توجه: [/b] برای استفاده از این ویژگی باید گزینه تأیید ایمیل را روشن باشد.","fa","string","ConfigStrings"
"STRSEARCHPAGESIZES","تعداد موضوعات برای نمایش در نتایج جستجو را تنظیم کنید، برای تنظیم در چند صفحه، فهرستی از اندازه صفحه را با کاما جدا کنید (10,20,40 و غیره).","fa","string","ConfigStrings"
"STRSEX","اجازه به کاربران برای نمایش جنسیت خود پروفایل.","fa","string","ConfigStrings"
"STRSHOWANNOUNCE","یک اعلامیه در صفحه پیش فرض نمایش می‌دهد","fa","string","ConfigStrings"
"STRSHOWFORMATBUTTONS","خاموش یا روشن بودن قسمت قالب‌بندی بر روی صفحه نمایش زمانی‌که کاربران شما موضوع/پاسخ جدید به موضوعات موجود ارسال می‌کنند.
[b] توجه: [/b] کدهای سایت باید فعال باشند تا از این ویژگی استفاده کنید.","fa","string","ConfigStrings"
"STRSHOWMODERATORS","اگر این عملکرد روشن باشد، نام دبیر در کنار تالاری که مطالبش دارای نظارت است نشان داده می‌شود. با این حال، بازدیدکنندگان نمی‌توانند ببینند چه کسی در حال نظارت کردن تالاری است که آنها در آن در حال ارسال مطلب هستند.","fa","string","ConfigStrings"
"STRSHOWPAGING","پیمایش سریع زمانی مورد استفاده است که موضوعی بیش از یک صفحه داشته باشید، یک گرافیک کوچک و # در کنار عنوان موضوع نشان داده می‌شود، بنابراین شما می‌توانید به صفحه 2 یا 3 و غیره بروید.","fa","string","ConfigStrings"
"STRSHOWPRINTERFRIENDLY","روشن/خاموش کردن یک پیوند برای چاپگر که در هنگام مشاهده یک موضوع نشان داده می‌شود. این پیوند یک پنجره با موضوع و همه پاسخ‌های آن که برای چاپ بهتر است نمایش داده می‌شود.","fa","string","ConfigStrings"
"STRSHOWQUICKREPLY","اجازه می‌دهد تا کاربران هنگام مشاهده موضوع برای پاسخ دادن به آن از طریق یک جعبه پاسخ در پایین صفحه اقدام کنند.","fa","string","ConfigStrings"
"STRSHOWSENDTOFRIEND","روشن/خاموش کردن نمایش ارسال موضوع به دوستان که در هنگام مشاهده یک موضوع نشان داده شده است. این لینک به کاربر اجازه می‌دهد که یک موضوع را به یک دوست خود ایمیل کند. توابع ایمیل باید برای برای نشان دادن این لینک فعال باشد.","fa","string","ConfigStrings"
"STRSHOWSMILIESTABLE","به کاربران اجازه می‌دهد تا با کلیک کردن بر روی صورتک در یک جدول کوچک که در صفحه ارسال مطلب نشان داده می‌شود، در مطالب خود شکلک‌ها را وارد کنند.
[b] توجه: [/b] همچنین باید آیکون‌ها را فعال کنید تا از این ویژگی استفاده کنید.","fa","string","ConfigStrings"
"STRSHOWSTATISTICS","روشن/خاموش کردن نمایش آمار دقیق (آخرین تاریخ و زمان بازدید، آخرین مطلب، موضوعات فعال، جدیدترین عضو) در پایین تالارها. وقتی خاموش باشد، برخی آمارها در بالای صفحه نمایش داده می‌شوند.","fa","string","ConfigStrings"
"STRSHOWTOPICNAV","روشن/خاموش کردن نمایش آیکون موضوع قبلی و بعدی در صفحه موضوعات.","fa","string","ConfigStrings"
"STRSIGNATURES","به کاربران اجازه می‌دهد تا «امضا» را به مطالبشان اضافه کنند. همان نگرانی‌هایی که برای تصاویر در مطالب ذکر شده نیز در اینجا وجود دارد.","fa","string","ConfigStrings"
"STRACTIVEPAGESIZES","تعداد موضوعات برای نمایش در صفحه موضوعات فعال را تنظیم کنید، برای تنظیم در چند صفحه، فهرستی از اندازه صفحه را با کاما جدا کنید (10,20,40 و غیره).","fa","string","ConfigStrings"
"STRAGE","اجازه به کابران برای درج سن‌شان در پروفایل","fa","string","ConfigStrings"
"STRAGEDOB","اجازه به کاربران برای درج تاریخ تولد در پروفایل، محاسبه سن بر این اساس انجام و در پروفایل نمایش داده می‌شود.","fa","string","ConfigStrings"
"STRAIM","خاموش/روشن کردن امکان درج نام کاربری AIM، تا بتواند پیامی بفرستد و یا آنها را در فهرست دوستان خود اضافه کند.","fa","string","ConfigStrings"
"STRALLOWFORUMCODE","با روشن کردن کدهای سایت، شما می‌توانید به کاربر اجازه دهید تا از کدهای ایمن در مطالب خود استفاده کند.","fa","string","ConfigStrings"
"STRALLOWUPLOADS","اجازه به کاربر برای بارگزاری فایل در مطالبش.
شما می‌توانید حداکثر اندازه و نوع فایل‌های مجاز زا تنظیم کنید.","fa","string","ConfigStrings"
"STRARCHIVESTATE","عملکرد این آیکون/پیوند امکان توابع بایگانی کردن را برای سایت محیا می‌کند.","fa","string","ConfigStrings"
"STRBADWORDFILTER","چنانچه کلمات درج شده زشت و توهین‌آمیز باشد، می‌توان با پیکربندی کلمات بد، آنها را مدیریت و کنترل کرد.","fa","string","ConfigStrings"
"STRBIO","اجازه به کاربران برای درج بیوگرافی، برای نمایش در پروفایل.","fa","string","ConfigStrings"
"STRCITY","اجازه به کاربران برای درج شهرشان در پروفایل","fa","string","ConfigStrings"
"STRCONTACTEMAIL","آدرس ایمیل مدیریت سایت","fa","string","ConfigStrings"
"STRCOUNTRY","اجازه به کاربران برای انتخاب کشور خود، برای نمایش در پروفایل و همه مطالب و یا پاسخ‌هایی که توسط او ارسال شده است.","fa","string","ConfigStrings"
"STRCURRENTTIMEZONE","این سایت تلاش خواهد کرد که منطقه زمانی کاربر را شناسایی کند و زمان نمایش آن را مشخص کند، با این وجود این همیشه امکان پذیر نیست، بنابراین این گزینه، منطقه زمانی پیش‌فرض برای سایت را تنظیم می‌کند.
تاریخ و زمان در این فرمت به طور پیش‌فرض نمایش داده می‌شود. چنانچه موقعیت جغرافیایی شما و سرور سایت شما متفاوت باشد، شما باید زمان نمایش در سایت را به زمان محلی خود مورد نظر خود تبدیل کنید!","fa","string","ConfigStrings"
"STRDATETYPE","قالب نمایش برای تاریخ‌ها را انتخاب کنید. پیش‌فرض در تاریخ 1397/12/29 است.","fa","string","ConfigStrings"
"STRDSIGNATURES","اولا شما باید امضاها را برای استفاده از امضاهای پویا فعال کنید. با فعال کردن امضای پویا، امضاهای كاربر به مطالبش اضافه نمی‌شود مگر تا زمانی كه مشاهده شود، بنابراین اگر شخص امضای خود را تغییر دهد، این تغییر به تمام مطالب ارسال شده توسط آن کاربر اعمال خواهد شد. اما، این فقط برای مطالب ساخته شده با امضاهای پویا صادق است، ضمن اینکه امضاهای پویا نیز باید فعال باشند. سایر امضاهایی که از قبل در مطالب قرار داشته، به روز نخواهد شد.","fa","string","ConfigStrings"
"STREDITEDBYDATE","هنگامی که یک مطلب ویرایش می‌شود، متنی در انتهای آن دیده می‌شود که می‌گوید چه وقتی و چه کسی آن مطلب را ویرایش کرده. خاموش کردن این عملکرد باعث می‌شود که متن گفته شده در انتهای مطلب قرار نگیرد.","fa","string","ConfigStrings"
"STREMAIL","غیرفعال کردن تابع ایمیل تمام عملکردهایی را که شامل ارسال ایمیل می‌شود خاموش می کند. اگر شما یک سرور SMTP از هر نوعی ندارید، این ویژگی را خاموش کنید. اگر میل سرور SMTP دارید، باید نوع سرور خود را از منوی کشویی انتخاب کنید.","fa","string","ConfigStrings"
"STREMAILVAL","آیا می‌خواهید کاربران به هنگام ثبت‌نام اولیه موظف به تأیید آدرس ایمیل خود باشند و بتوانند هر زمان آدرس ایمیل خود را تغییر دهند؟","fa","string","ConfigStrings"
"STRFAVLINKS","اجازه به کاربران برای در 2 پیوند مورد علاقه در پروفایل کاربری‌شان.","fa","string","ConfigStrings"
"STRFILTEREMAILADDRESSES","با این گزینه شما می‌توانید تمام آدرس‌های ایمیل را از یک دامنه مشخص فیلتر کنید - مثل همه آدرس‌های example.com@
این امر ثبت‌نام افراد با آدرس‌های ایمیل در آن دامنه را محدود می‌کند.","fa","string","ConfigStrings"
"STRFLOODCHECK","با فعال شدن کنترل سرعت ثبت، کاربران عادی باید زمان مشخصی را قبل از ارسال مجدد صبر کنند.
مدیران و دبیران تحت تاثیر این محدودیت قرار نمی‌گیرند.
زمان انتظار را بر حسب ثانیه وارد کنید.","fa","string","ConfigStrings"
"STRFORUMPAGESIZES","تعداد موضوعات برای نمایش در صفحه تالارها را تنظیم کنید، برای تنظیم در چند صفحه، فهرستی از اندازه صفحه را با کاما جدا کنید (10,20,40 و غیره).","fa","string","ConfigStrings"
"STRFROMEMAIL","آدرس ایمیلی که از آن از هنگام ارسال ایمیل‌ها از توسط سایت ارسال می‌شود. (اشتراک‌ها و غیره)","fa","string","ConfigStrings"
"STRFULLNAME","اجازه به کاربران برای درج نام کامل(نام کوچک و نام خانوادگی) در در پروفایل‌شان.","fa","string","ConfigStrings"
"STRGROUPCATEGORIES","گروه‌بندی شما را قادر می‌سازد دسته‌بندی‌ها را برای نمایش در تالارها هم‌گروه و دسته‌بندی کنید.","fa","string","ConfigStrings"
"STRHOBBIES","اجازه به کاربران برای درج علاقه‌مندی‌های خود، برای نمایش در پروفایل.","fa","string","ConfigStrings"
"STRHOMEPAGE","اجازه به کاربران برای درج پیوند به صفحه خود، برای نمایش در پروفایل و مطالب ارسالی.","fa","string","ConfigStrings"
"STRHOTTOPIC","عملکرد موضوعات داغ، آیکون پوشه موضوع را از یک پوشه معمولی به یک پوشه شعله‌ور تغییر می‌دهد، تا کاربران بدانند که این موضوع دارای حداقل تعداد مطالبی است که آنرا تبدیل به یک موضوع با فعالیت زیاد کرده است.","fa","string","ConfigStrings"
"STRICONS","به کاربران اجازه دهید صورتک‌های خنده‌دار و آیکون‌های دیگر را که توسط سایت در داخل مطالب‌شان مجاز است، ارسال کنند!","fa","string","ConfigStrings"
"STRICQ","با روشن کردن این گزینه کاربران می‌توانند شماره ICQ خود را درج کنند. آنگاه به سایر کاربران پیام‌های ICQ ارسال کنند و یا آنهایی که آنلاین هستند را ببینند.","fa","string","ConfigStrings"
"STRIMGINPOSTS","به کاربران امکان می‌دهد تصاویر را در مطالب خود قرار دهند. با این حال، باید بدانید که این ویژگی هر کسی را قادر به ارسال هر تصویر در مطالب خود می‌کند. این ممکن است به پیوندهای شکسته و مواردی که ناخوشایند هستند منجر شود.","fa","string","ConfigStrings"
"INTALLOWHIDEONLINE","اجازه به اعضا برای مشاهده تالارها بصورت ناشناس.","fa","string","ConfigStrings"
"INTEMAILCAPTCHA","هنگامی که روشن باشد، کاربران هنگام استفاده از توابع ایمیل سایت، باید به سؤال CAPTCHA پاسخ دهند.","fa","string","ConfigStrings"
"INTFORUMRSS","زمانی که روشن باشد، پیوند RSS به عنوان خوراک دهنده RSS نمایش داده می‌شود.","fa","string","ConfigStrings"
"INTMAXPMRECIPIENTS","حداکثر تعداد گیرندگان اجازه داده شده برای یک پیام خصوصی.","fa","string","ConfigStrings"
"INTMAXPOSTSTOEMAIL","حداقل تعداد مطالب مورد نیاز برای اینکه کاربر بتواند از سایت ایمیل ارسال کند. 0 به معنای محدودیت نیست.","fa","string","ConfigStrings"
"INTPROTECTCONTENT","پوشه محتوای محافظت شده را فعال کنید
[b] توجه: [/b] با فعال کردن این گزینه باید پوشه‌های زیر را از پوشه Content به پوشه ProtectedContent منتقل کنید.
[list] [*] Avatar[/*] [*] Members [/*] [/list]","fa","string","ConfigStrings"
"INTRECENTCOUNT","تعداد مطالب برای نمایش در فهرست آخرین موضوعات.","fa","string","ConfigStrings"
"INTUSETIMEAGO","وقتی این گزینه روشن باشد، زمان‌ها با استفاده از یک کتابخانه جی‌کوئری نشان داده می‌شوند و با خاموش شدن آن زمان‌ها بر اساس قالب تاریخ و زمان سایت نشان داده خواهد شد.","fa","string","ConfigStrings"
"JumpTo","پرش به تالار","fa","string","Controls"
